"","NETWORTH","WGT","Black","White","RACE","Forbes_indicator"
"255629",1109510,477.21220089,0,1,"White",0
"255630",1110520,477.55553064,0,1,"White",0
"255631",10605,4139.5991063,0,1,"White",0
"255632",10705,4146.6432277,0,1,"White",0
"255633",10705,4148.292958,0,1,"White",0
"255634",10605,4135.6063635,0,1,"White",0
"255635",10610,4142.7374962,0,1,"White",0
"255636",81072000,33.177886209,0,1,"White",0
"255637",81072000,34.930114884,0,1,"White",0
"255638",81072000,33.370017444,0,1,"White",0
"255639",81072000,33.516583349,0,1,"White",0
"255640",81073000,33.48576782,0,1,"White",0
"255641",165600,5278.2302205,0,0,"Hispanic",0
"255642",166600,5253.469255,0,0,"Hispanic",0
"255643",166600,5278.4690189,0,0,"Hispanic",0
"255644",166600,5254.3836391,0,0,"Hispanic",0
"255645",166600,5242.92851,0,0,"Hispanic",0
"255646",10800,4459.8917111,1,0,"Black",0
"255647",10800,4453.8228784,1,0,"Black",0
"255648",10800,4413.8984662,1,0,"Black",0
"255649",10800,4448.2750406,1,0,"Black",0
"255650",10800,4443.5746949,1,0,"Black",0
"255651",-6969,5958.817581,1,0,"Black",0
"255652",-6979,5956.9103089,1,0,"Black",0
"255653",-6969,5994.8226749,1,0,"Black",0
"255654",-6979,5936.185533,1,0,"Black",0
"255655",-6979,5965.6959665,1,0,"Black",0
"255656",851800,5843.216654,0,1,"White",0
"255657",1004900,6177.0426255,0,1,"White",0
"255658",1117100,6116.7152094,0,1,"White",0
"255659",1037570,6057.2753524,0,1,"White",0
"255660",1080700,4147.0288706,0,1,"White",0
"255661",1051150,6589.6153198,1,0,"Black",0
"255662",1058790,6946.4248324,1,0,"Black",0
"255663",1051400,6969.2780954,1,0,"Black",0
"255664",1046310,6850.3117305,1,0,"Black",0
"255665",1049720,7003.6086101,1,0,"Black",0
"255666",11582000,157.58340345,0,1,"White",0
"255667",11582000,155.51869328,0,1,"White",0
"255668",11582000,149.16206025,0,1,"White",0
"255669",11582000,154.27412714,0,1,"White",0
"255670",11582000,154.5179841,0,1,"White",0
"255671",489400,5235.0763875,0,0,"Other",0
"255672",489400,5235.9995814,0,0,"Other",0
"255673",489500,5205.926972,0,0,"Other",0
"255674",489400,5182.9188574,0,0,"Other",0
"255675",489400,5235.7229003,0,0,"Other",0
"255676",58300,5585.8347728,0,1,"White",0
"255677",58300,5529.5892386,0,1,"White",0
"255678",58300,5624.2660693,0,1,"White",0
"255679",58300,5624.0819329,0,1,"White",0
"255680",58300,5552.4652111,0,1,"White",0
"255681",-30885,5175.7033639,1,0,"Black",0
"255682",-30880,5168.6604849,1,0,"Black",0
"255683",-31885,5122.3282132,1,0,"Black",0
"255684",-30885,5162.2222204,1,0,"Black",0
"255685",-30980,5156.7674702,1,0,"Black",0
"255686",13900,3095.811199,1,0,"Black",0
"255687",14800,3048.4126181,1,0,"Black",0
"255688",13400,3132.0462156,1,0,"Black",0
"255689",13100,3100.311316,1,0,"Black",0
"255690",12900,3071.7500949,1,0,"Black",0
"255691",28060,6879.2538435,0,1,"White",0
"255692",29060,6871.3201129,0,1,"White",0
"255693",28060,6859.5436121,0,1,"White",0
"255694",28060,6875.1516713,0,1,"White",0
"255695",29060,6878.0702691,0,1,"White",0
"255696",45450,3548.5011432,1,0,"Black",0
"255697",45450,3551.6369164,1,0,"Black",0
"255698",45450,3517.8997958,1,0,"Black",0
"255699",45450,3528.8201469,1,0,"Black",0
"255700",45460,3536.020248,1,0,"Black",0
"255701",76840,8168.3508081,0,1,"White",0
"255702",99800,7803.3627789,1,0,"Black",0
"255703",81030,8088.9199489,0,1,"White",0
"255704",76180,7915.8719744,1,0,"Black",0
"255705",83810,7878.3451954,1,0,"Black",0
"255706",116210,8075.9155956,0,1,"White",0
"255707",116360,8045.1944305,0,1,"White",0
"255708",116301,8032.7677559,0,1,"White",0
"255709",116201,8052.3628098,0,1,"White",0
"255710",116201,8037.799739,0,1,"White",0
"255711",47604000,30.568464581,0,1,"White",0
"255712",47605000,32.433374782,0,1,"White",0
"255713",47605000,30.640146777,0,1,"White",0
"255714",47605000,31.258006584,0,1,"White",0
"255715",47604000,31.222408538,0,1,"White",0
"255716",138350,417.4587915,0,0,"Hispanic",0
"255717",138450,418.20925445,0,0,"Hispanic",0
"255718",138450,419.07843277,0,0,"Hispanic",0
"255719",138450,417.37366976,0,0,"Hispanic",0
"255720",138350,419.04496217,0,0,"Hispanic",0
"255721",303000,4429.7203142,0,1,"White",0
"255722",303000,4388.7024199,0,1,"White",0
"255723",303000,4428.8070276,0,1,"White",0
"255724",303000,4409.6024665,0,1,"White",0
"255725",303000,4427.2418365,0,1,"White",0
"255726",96540,6693.4465595,0,1,"White",0
"255727",93240,6640.8875909,0,1,"White",0
"255728",92140,6640.2104663,0,1,"White",0
"255729",94440,6667.7107883,0,1,"White",0
"255730",95040,6642.6925422,0,1,"White",0
"255731",-24850,4031.8965086,0,1,"White",0
"255732",-24950,4040.9361067,0,1,"White",0
"255733",-24950,4040.4818987,0,1,"White",0
"255734",-24850,4028.7168169,0,1,"White",0
"255735",-24850,4035.0097703,0,1,"White",0
"255736",1138850,4085.925675,0,1,"White",0
"255737",1046830,4319.3567094,0,1,"White",0
"255738",851440,4277.1721811,0,1,"White",0
"255739",1286440,4235.6082871,0,1,"White",0
"255740",829540,4334.5008774,0,1,"White",0
"255741",5187500,2137.7913239,0,1,"White",0
"255742",8889500,2153.5228615,0,1,"White",0
"255743",6406500,2019.7799561,0,1,"White",0
"255744",5188500,2137.7666712,0,1,"White",0
"255745",6888500,2086.1991025,0,1,"White",0
"255746",188800,3596.2729252,0,1,"White",0
"255747",188800,3608.636652,0,1,"White",0
"255748",188800,3605.6479016,0,1,"White",0
"255749",188800,3603.1620618,0,1,"White",0
"255750",188800,3607.6541421,0,1,"White",0
"255751",42700,5554.584511,1,0,"Black",0
"255752",42600,5542.2952781,1,0,"Black",0
"255753",42500,5504.6487661,1,0,"Black",0
"255754",43900,5491.2858751,1,0,"Black",0
"255755",44300,5562.064281,1,0,"Black",0
"255756",7501,5150.6609965,0,1,"White",0
"255757",7401,5141.5831658,0,1,"White",0
"255758",7401,5140.7375981,0,1,"White",0
"255759",7401,5148.8431653,0,1,"White",0
"255760",7401,5147.6125618,0,1,"White",0
"255761",2685000,1229.6379368,0,0,"Other",0
"255762",3521700,2444.4047487,0,0,"Other",0
"255763",5109700,2312.179829,0,0,"Other",0
"255764",2031600,1177.8015328,0,0,"Other",0
"255765",2651000,1124.6200464,0,0,"Other",0
"255766",14353000,300.81883852,0,0,"Other",0
"255767",14353000,300.55780941,0,0,"Other",0
"255768",14353000,285.7526572,0,0,"Other",0
"255769",14353000,299.11286672,0,0,"Other",0
"255770",14353000,298.25558975,0,0,"Other",0
"255771",1629000,4357.6514507,0,1,"White",0
"255772",1469000,5048.370792,0,1,"White",0
"255773",1458000,5005.4557581,0,1,"White",0
"255774",1588000,3774.7927047,0,1,"White",0
"255775",1735000,3389.905064,0,1,"White",0
"255776",3219700,2138.2443664,0,1,"White",0
"255777",3220000,2222.6061927,0,1,"White",0
"255778",3220000,2072.0071928,0,1,"White",0
"255779",3219900,2168.2035202,0,1,"White",0
"255780",3219900,2144.6520481,0,1,"White",0
"255781",-40025,5571.235037,1,0,"Black",0
"255782",-40025,5583.2979564,1,0,"Black",0
"255783",-40020,5538.685525,1,0,"Black",0
"255784",-40025,5556.3371652,1,0,"Black",0
"255785",-40025,5556.9245374,1,0,"Black",0
"255786",597600,182.05710508,0,1,"White",0
"255787",599600,191.6653113,0,1,"White",0
"255788",597600,188.34874357,0,1,"White",0
"255789",598700,182.92393966,0,1,"White",0
"255790",597700,185.30665824,0,1,"White",0
"255791",470900,3502.4840871,0,1,"White",0
"255792",470800,3540.9228416,0,1,"White",0
"255793",469900,3550.9293148,0,1,"White",0
"255794",470680,3477.5088722,0,1,"White",0
"255795",470800,3524.9584103,0,1,"White",0
"255796",3683000,1221.3368762,0,0,"Other",0
"255797",3883000,1358.3894523,0,0,"Other",0
"255798",4047000,1294.6963459,0,0,"Other",0
"255799",3970000,1319.4643494,0,0,"Other",0
"255800",3793000,1314.4204961,0,0,"Other",0
"255801",3163100,2888.7000488,0,1,"White",0
"255802",3163100,2889.9507563,0,1,"White",0
"255803",3163100,2665.928982,0,1,"White",0
"255804",3173100,2945.5156288,0,1,"White",0
"255805",3163100,2892.9290645,0,1,"White",0
"255806",-5860,4813.7489384,1,0,"Black",0
"255807",-4860,4772.5524098,1,0,"Black",0
"255808",-5860,4751.2148315,1,0,"Black",0
"255809",-5860,4778.4489535,1,0,"Black",0
"255810",-5860,4778.4511301,1,0,"Black",0
"255811",89510,5415.1245435,0,1,"White",0
"255812",89510,5372.6033463,0,1,"White",0
"255813",89610,5372.0555397,0,1,"White",0
"255814",89710,5394.303819,0,1,"White",0
"255815",90710,5374.0635859,0,1,"White",0
"255816",223530,7406.9698077,0,1,"White",0
"255817",223430,7380.8516338,0,1,"White",0
"255818",223530,7412.1805676,0,1,"White",0
"255819",223530,7398.9823828,0,1,"White",0
"255820",223530,7421.0162473,0,1,"White",0
"255821",4200,5494.4656553,0,1,"White",0
"255822",5200,5503.2104754,0,1,"White",0
"255823",3350,5507.6663873,0,1,"White",0
"255824",3480,5490.9677293,0,1,"White",0
"255825",4700,5497.6456671,0,1,"White",0
"255826",0,6496.7445935,0,1,"White",0
"255827",0,6464.825082,0,1,"White",0
"255828",0,6483.6993098,0,1,"White",0
"255829",0,6469.6873908,0,1,"White",0
"255830",0,6487.6181485,0,1,"White",0
"255831",7793460,1670.1606292,0,1,"White",0
"255832",7789400,1630.2690947,0,1,"White",0
"255833",7782500,1587.0992285,0,1,"White",0
"255834",7780520,1666.9883258,0,1,"White",0
"255835",7789770,1658.1613034,0,1,"White",0
"255836",565000,5401.4469504,0,1,"White",0
"255837",536000,5709.2655921,0,1,"White",0
"255838",552000,5655.9742355,0,1,"White",0
"255839",529000,5599.1419989,0,1,"White",0
"255840",573000,5729.5284644,0,1,"White",0
"255841",39575050,380.41647972,0,1,"White",0
"255842",39230750,375.20828746,0,1,"White",0
"255843",49230100,374.58843038,0,1,"White",0
"255844",49675820,379.25031092,0,1,"White",0
"255845",39047200,381.85919197,0,1,"White",0
"255846",34644000,554.01119934,0,1,"White",0
"255847",34800600,610.15025435,0,1,"White",0
"255848",34828400,607.45675893,0,1,"White",0
"255849",34609000,597.39178712,0,1,"White",0
"255850",34910000,599.82668829,0,1,"White",0
"255851",-2600,3652.5092464,0,1,"White",0
"255852",-2600,3619.7940752,0,1,"White",0
"255853",-2500,3635.6075872,0,1,"White",0
"255854",-2500,3633.9104222,0,1,"White",0
"255855",-2700,3636.8865295,0,1,"White",0
"255856",631980,3208.5578601,0,1,"White",0
"255857",814930,3392.121701,0,1,"White",0
"255858",959110,3359.6016917,0,1,"White",0
"255859",780290,3326.2747968,0,1,"White",0
"255860",1133730,3403.5782204,0,1,"White",0
"255861",29705000,358.27571537,0,1,"White",0
"255862",30498000,363.22650682,0,1,"White",0
"255863",31334000,371.51427412,0,1,"White",0
"255864",32626000,364.33283773,0,1,"White",0
"255865",26229000,368.09087317,0,1,"White",0
"255866",461700,8470.4692344,0,1,"White",0
"255867",460200,8953.2124808,0,1,"White",0
"255868",458800,8868.7494974,0,1,"White",0
"255869",455400,8778.7563173,0,1,"White",0
"255870",455600,8983.3249367,0,1,"White",0
"255871",222290,5471.1810551,0,0,"Hispanic",0
"255872",224450,5458.743278,0,0,"Hispanic",0
"255873",225490,5477.9919732,0,0,"Hispanic",0
"255874",222520,5464.9716575,0,0,"Hispanic",0
"255875",223220,5476.1714933,0,0,"Hispanic",0
"255876",74910,6587.4191448,0,1,"White",0
"255877",65350,6504.3684197,0,1,"White",0
"255878",65480,6517.2073027,0,1,"White",0
"255879",70010,6543.835736,0,1,"White",0
"255880",71220,6515.6369874,0,1,"White",0
"255881",595001,3812.9943064,0,1,"White",0
"255882",599401,4029.087982,0,1,"White",0
"255883",596401,3994.3538237,0,1,"White",0
"255884",569001,3953.5318731,0,1,"White",0
"255885",571501,4043.8122257,0,1,"White",0
"255886",341500,923.71800538,0,0,"Hispanic",0
"255887",311400,928.48774241,0,0,"Hispanic",0
"255888",291400,931.91404303,0,0,"Hispanic",0
"255889",432700,923.68000231,0,0,"Hispanic",0
"255890",1186600,680.87279355,0,0,"Hispanic",0
"255891",256600,7038.1364522,0,1,"White",0
"255892",257900,7010.0778676,0,1,"White",0
"255893",256700,7016.0202357,0,1,"White",0
"255894",260300,7067.0359747,0,1,"White",0
"255895",260600,7046.2458916,0,1,"White",0
"255896",-117250,7375.1378887,0,1,"White",0
"255897",-122350,7394.0174119,0,1,"White",0
"255898",-119750,7376.15579,0,1,"White",0
"255899",-122150,7420.0875335,0,1,"White",0
"255900",-122850,7483.3452419,0,1,"White",0
"255901",29270,9672.1852018,1,0,"Black",0
"255902",31140,9677.6316243,1,0,"Black",0
"255903",31610,9644.4028702,1,0,"Black",0
"255904",26510,9641.0205831,1,0,"Black",0
"255905",31390,9654.9690366,1,0,"Black",0
"255906",1754950,4701.3763695,0,0,"Hispanic",0
"255907",1753940,3621.9971411,0,0,"Hispanic",0
"255908",1754950,3957.7156309,0,0,"Hispanic",0
"255909",1754960,4072.2479929,0,0,"Hispanic",0
"255910",1753950,3653.852021,0,0,"Hispanic",0
"255911",416500,5794.1484693,0,0,"Hispanic",0
"255912",399400,5780.9764821,0,0,"Hispanic",0
"255913",390500,5801.3614403,0,0,"Hispanic",0
"255914",390600,5787.5725269,0,0,"Hispanic",0
"255915",389800,5799.4334963,0,0,"Hispanic",0
"255916",249500,5071.9027874,0,1,"White",0
"255917",249500,5358.9307838,0,1,"White",0
"255918",249500,5313.3757511,0,1,"White",0
"255919",249500,5258.923289,0,1,"White",0
"255920",249500,5378.7084152,0,1,"White",0
"255921",25337800,35.422788942,0,0,"Other",0
"255922",26712930,34.567213013,0,0,"Other",0
"255923",26005000,34.950969086,0,0,"Other",0
"255924",24858000,35.440572478,0,0,"Other",0
"255925",26140400,35.711364347,0,0,"Other",0
"255926",6870,7753.0721287,1,0,"Black",0
"255927",4770,7742.5220749,1,0,"Black",0
"255928",6770,7673.1175092,1,0,"Black",0
"255929",6870,7732.8777183,1,0,"Black",0
"255930",5070,7724.7066411,1,0,"Black",0
"255931",513800,3531.406337,0,1,"White",0
"255932",512900,3731.9286047,0,1,"White",0
"255933",512800,3696.037146,0,1,"White",0
"255934",513800,3659.381769,0,1,"White",0
"255935",512900,3745.3259188,0,1,"White",0
"255936",22427400,39.230588343,0,1,"White",0
"255937",22960800,39.150818106,0,1,"White",0
"255938",22838100,38.726522348,0,1,"White",0
"255939",22775200,39.010183433,0,1,"White",0
"255940",23290800,39.527670966,0,1,"White",0
"255941",1,3777.9882512,0,1,"White",0
"255942",1,3753.2044599,0,1,"White",0
"255943",1,3819.4534074,0,1,"White",0
"255944",1,3801.8019404,0,1,"White",0
"255945",1,3760.4297144,0,1,"White",0
"255946",400,5671.3686247,0,1,"White",0
"255947",400,5680.3816478,0,1,"White",0
"255948",400,5685.4317201,0,1,"White",0
"255949",400,5668.2532997,0,1,"White",0
"255950",-600,5674.3259781,0,1,"White",0
"255951",1800,4149.0218995,1,0,"Black",0
"255952",1800,4138.2253812,1,0,"Black",0
"255953",1800,4146.4895351,1,0,"Black",0
"255954",1800,4140.6271914,1,0,"Black",0
"255955",1800,4128.1318532,1,0,"Black",0
"255956",4430,6003.1418343,1,0,"Black",0
"255957",4840,5947.0044468,1,0,"Black",0
"255958",3800,5902.9361011,1,0,"Black",0
"255959",4120,5928.4381187,1,0,"Black",0
"255960",3950,5944.5401805,1,0,"Black",0
"255961",-22830,5265.972423,0,1,"White",0
"255962",-22835,5240.0998856,0,1,"White",0
"255963",-22820,5255.3984958,0,1,"White",0
"255964",-23825,5244.0410571,0,1,"White",0
"255965",-22830,5258.5749323,0,1,"White",0
"255966",15294000,612.54517438,0,1,"White",0
"255967",15204000,651.24168938,0,1,"White",0
"255968",15594000,635.56389173,0,1,"White",0
"255969",15094000,661.79694178,0,1,"White",0
"255970",15804000,659.42821847,0,1,"White",0
"255971",4670,4725.9023607,0,1,"White",0
"255972",5540,4734.8827906,0,1,"White",0
"255973",4680,4735.5253106,0,1,"White",0
"255974",4700,4721.6220216,0,1,"White",0
"255975",4560,4729.5399055,0,1,"White",0
"255976",5375000,2357.4640087,0,1,"White",0
"255977",5196060,2358.4847093,0,1,"White",0
"255978",5411000,2175.6608573,0,1,"White",0
"255979",5416100,2403.8311229,0,1,"White",0
"255980",5364000,2360.9153023,0,1,"White",0
"255981",666770,1011.656516,0,0,"Hispanic",0
"255982",636480,1108.6381763,0,0,"Hispanic",0
"255983",638580,1075.2712272,0,0,"Hispanic",0
"255984",644480,1037.0471755,0,0,"Hispanic",0
"255985",659680,1040.6378884,0,0,"Hispanic",0
"255986",214660,12595.567919,0,1,"White",0
"255987",963310,7916.688516,0,1,"White",0
"255988",1700500,5740.5476453,0,1,"White",0
"255989",223190,12610.733868,0,1,"White",0
"255990",347120,12724.569385,0,1,"White",0
"255991",34000,6263.1065792,0,1,"White",0
"255992",34000,6266.6613218,0,1,"White",0
"255993",34000,6261.596619,0,1,"White",0
"255994",34000,6259.1763409,0,1,"White",0
"255995",34000,6257.2513686,0,1,"White",0
"255996",5110,5146.6021091,0,0,"Hispanic",0
"255997",5110,5105.0462303,0,0,"Hispanic",0
"255998",5210,5142.9465729,0,0,"Hispanic",0
"255999",5210,5127.3950432,0,0,"Hispanic",0
"256000",5110,5120.5613244,0,0,"Hispanic",0
"256001",-61370,8225.9395698,0,1,"White",0
"256002",-63460,8117.3439078,0,1,"White",0
"256003",-73940,8145.9487046,0,1,"White",0
"256004",-53100,8187.2116591,0,1,"White",0
"256005",-51440,8155.7676415,0,1,"White",0
"256006",200,5316.1115413,0,1,"White",0
"256007",200,5325.5213715,0,1,"White",0
"256008",200,5324.2529886,0,1,"White",0
"256009",200,5309.9394769,0,1,"White",0
"256010",200,5319.3103969,0,1,"White",0
"256011",87800,6144.9834202,0,0,"Hispanic",0
"256012",87700,6128.1624128,0,0,"Hispanic",0
"256013",87800,6129.5860033,0,0,"Hispanic",0
"256014",87700,6171.0858085,0,0,"Hispanic",0
"256015",87700,6147.1399345,0,0,"Hispanic",0
"256016",51900,11042.593322,0,1,"White",0
"256017",51900,10981.756801,0,1,"White",0
"256018",52900,11002.397588,0,1,"White",0
"256019",51900,11051.407475,0,1,"White",0
"256020",51900,10982.552203,0,1,"White",0
"256021",216640,6539.0163707,0,1,"White",0
"256022",217640,6426.4689245,0,1,"White",0
"256023",216540,6458.4334078,0,1,"White",0
"256024",216540,6502.1699804,0,1,"White",0
"256025",217640,6464.5856679,0,1,"White",0
"256026",140600,5228.9160843,0,0,"Other",0
"256027",136800,5148.431948,0,0,"Other",0
"256028",149300,5248.3900808,0,0,"Other",0
"256029",158400,5250.7964492,0,0,"Other",0
"256030",144500,5203.031265,0,0,"Other",0
"256031",20900,10109.079409,1,0,"Black",0
"256032",20810,10119.739291,1,0,"Black",0
"256033",19800,10112.474835,1,0,"Black",0
"256034",19800,10110.277973,1,0,"Black",0
"256035",20800,10099.937094,1,0,"Black",0
"256036",254935000,30.912042858,0,1,"White",0
"256037",253255000,31.590601826,0,1,"White",0
"256038",256999000,31.05218377,0,1,"White",0
"256039",254386000,31.000828374,0,1,"White",0
"256040",257394000,31.142136015,0,1,"White",0
"256041",142099700,33.330671661,0,1,"White",0
"256042",139567300,35.090969417,0,1,"White",0
"256043",135917000,33.523687668,0,1,"White",0
"256044",135366100,33.670928514,0,1,"White",0
"256045",140896700,33.639971079,0,1,"White",0
"256046",7349000,340.93064734,0,1,"White",0
"256047",7341000,335.48169787,0,1,"White",0
"256048",7341000,324.98846278,0,1,"White",0
"256049",7340500,344.76942338,0,1,"White",0
"256050",7341200,341.0320173,0,1,"White",0
"256051",2220700,629.77120711,0,1,"White",0
"256052",2222700,671.56066706,0,1,"White",0
"256053",2222700,675.31606568,0,1,"White",0
"256054",2222700,653.99569736,0,1,"White",0
"256055",2221700,628.72009229,0,1,"White",0
"256056",49830,6075.733851,0,0,"Hispanic",0
"256057",49820,6073.1962739,0,0,"Hispanic",0
"256058",50830,6072.43929,0,0,"Hispanic",0
"256059",50830,6079.9832355,0,0,"Hispanic",0
"256060",50820,6087.9502239,0,0,"Hispanic",0
"256061",13045700,1207.8608073,0,1,"White",0
"256062",13048100,1302.4354059,0,1,"White",0
"256063",13045700,1249.0108176,0,1,"White",0
"256064",13045800,1307.9618209,0,1,"White",0
"256065",13044500,1306.8970849,0,1,"White",0
"256066",237940,10374.812213,0,1,"White",0
"256067",232955,10464.048377,0,1,"White",0
"256068",229860,10451.809283,0,1,"White",0
"256069",234890,10393.847523,0,1,"White",0
"256070",230890,10384.99287,0,1,"White",0
"256071",80500,8052.8018391,0,1,"White",0
"256072",80500,8053.4281145,0,1,"White",0
"256073",80500,8033.8355218,0,1,"White",0
"256074",80500,8066.9147825,0,1,"White",0
"256075",79500,8086.1418981,0,1,"White",0
"256076",-19070,3344.2378942,0,0,"Hispanic",0
"256077",-19050,3329.8994522,0,0,"Hispanic",0
"256078",-19660,3349.9595167,0,0,"Hispanic",0
"256079",-18880,3331.2536082,0,0,"Hispanic",0
"256080",-19570,3335.361903,0,0,"Hispanic",0
"256081",550100,4776.1997318,0,1,"White",0
"256082",533200,5047.5861843,0,1,"White",0
"256083",547600,5001.787649,0,1,"White",0
"256084",535200,4951.6203087,0,1,"White",0
"256085",540600,5066.0410786,0,1,"White",0
"256086",5442600,2535.304443,0,1,"White",0
"256087",4865700,2535.8305204,0,1,"White",0
"256088",4990600,2341.6034343,0,1,"White",0
"256089",5038700,2586.4583305,0,1,"White",0
"256090",4862600,2538.8548122,0,1,"White",0
"256091",19560,5742.9439251,0,0,"Other",0
"256092",15550,5708.3133618,0,0,"Other",0
"256093",15550,5797.6733554,0,0,"Other",0
"256094",20550,5787.6563822,0,0,"Other",0
"256095",16550,5725.1042036,0,0,"Other",0
"256096",-47420,5189.160515,0,1,"White",0
"256097",-47420,5221.0368267,0,1,"White",0
"256098",-47310,5248.3961028,0,1,"White",0
"256099",-47420,5183.160746,0,1,"White",0
"256100",-47510,5199.3430993,0,1,"White",0
"256101",4805000,301.7044986,0,1,"White",0
"256102",8126000,301.66420002,0,1,"White",0
"256103",4931000,278.62792635,0,1,"White",0
"256104",9580400,307.75581104,0,1,"White",0
"256105",8770400,302.12625615,0,1,"White",0
"256106",540370,4464.7798177,1,0,"Black",0
"256107",537870,4706.5213572,1,0,"Black",0
"256108",541480,4722.4804295,1,0,"Black",0
"256109",540080,4642.3316216,1,0,"Black",0
"256110",541180,4746.1447399,1,0,"Black",0
"256111",1794480,1259.5268635,0,1,"White",0
"256112",1505110,1220.1086662,0,1,"White",0
"256113",1525460,1217.6576722,0,1,"White",0
"256114",1526610,1206.4304671,0,1,"White",0
"256115",2127400,1151.9562933,0,1,"White",0
"256116",5908000,1532.0758607,0,1,"White",0
"256117",5908000,1524.9265101,0,1,"White",0
"256118",5908000,1455.093649,0,1,"White",0
"256119",5905800,1530.7710431,0,1,"White",0
"256120",5908000,1520.874492,0,1,"White",0
"256121",-1099,283.56055235,0,0,"Hispanic",0
"256122",-1099,280.79569346,0,0,"Hispanic",0
"256123",-1099,284.01729138,0,0,"Hispanic",0
"256124",-1099,281.97598973,0,0,"Hispanic",0
"256125",-1099,282.80088146,0,0,"Hispanic",0
"256126",2010140,3380.9869058,0,1,"White",0
"256127",2002140,2602.5359484,0,1,"White",0
"256128",2000140,2843.2777586,0,1,"White",0
"256129",2008140,2928.5390268,0,1,"White",0
"256130",2005140,2630.7617483,0,1,"White",0
"256131",2580,4906.6628781,0,0,"Hispanic",0
"256132",2760,4884.682626,0,0,"Hispanic",0
"256133",7080,4891.1306692,0,0,"Hispanic",0
"256134",2650,4905.5222647,0,0,"Hispanic",0
"256135",2650,4902.3861037,0,0,"Hispanic",0
"256136",1554400,4939.9670012,0,1,"White",0
"256137",1553500,3801.1569982,0,1,"White",0
"256138",1553500,4155.247817,0,1,"White",0
"256139",1553400,4277.816458,0,1,"White",0
"256140",1553300,3843.5890013,0,1,"White",0
"256141",699550,3193.8096473,0,1,"White",0
"256142",425200,4587.9956725,0,1,"White",0
"256143",422850,4633.1821511,0,1,"White",0
"256144",423250,4587.5810516,0,1,"White",0
"256145",425000,4612.7738394,0,1,"White",0
"256146",198700,5298.0072046,0,1,"White",0
"256147",189200,5279.3255741,0,1,"White",0
"256148",196100,5301.7343217,0,1,"White",0
"256149",211700,5292.2940135,0,1,"White",0
"256150",201500,5308.0542469,0,1,"White",0
"256151",242097100,42.42012993,0,0,"Hispanic",0
"256152",234735100,42.316281939,0,0,"Hispanic",0
"256153",228839000,42.051573256,0,0,"Hispanic",0
"256154",217060100,42.235610966,0,0,"Hispanic",0
"256155",218251800,42.3355606,0,0,"Hispanic",0
"256156",211700,7450.5076024,0,1,"White",0
"256157",182700,7406.2445156,0,1,"White",0
"256158",211500,7446.815975,0,1,"White",0
"256159",208600,7417.2668515,0,1,"White",0
"256160",200700,7407.954803,0,1,"White",0
"256161",462360,12203.379949,0,1,"White",0
"256162",440800,12403.141143,0,1,"White",0
"256163",333970,12572.214986,0,1,"White",0
"256164",360390,12237.036656,0,1,"White",0
"256165",288820,12340.660983,0,1,"White",0
"256166",579900,7179.7980481,0,1,"White",0
"256167",578400,7586.115585,0,1,"White",0
"256168",576300,7521.6277688,0,1,"White",0
"256169",574900,7444.5447296,0,1,"White",0
"256170",596300,7614.1128486,0,1,"White",0
"256171",5529370,559.27636343,0,1,"White",0
"256172",5528370,609.98422401,0,1,"White",0
"256173",5529360,580.68024107,0,1,"White",0
"256174",5528370,602.47577957,0,1,"White",0
"256175",5528370,598.5321366,0,1,"White",0
"256176",524800,6038.7009686,0,1,"White",0
"256177",526900,6383.7706903,0,1,"White",0
"256178",527800,6320.8070251,0,1,"White",0
"256179",527900,6258.2721431,0,1,"White",0
"256180",529900,6404.5189263,0,1,"White",0
"256181",26800,9289.0668453,0,1,"White",0
"256182",25200,9186.9727531,0,1,"White",0
"256183",24600,9266.3233654,0,1,"White",0
"256184",24900,9277.3937795,0,1,"White",0
"256185",26000,9241.1002361,0,1,"White",0
"256186",11300,1432.7788745,0,1,"White",0
"256187",12900,1422.6811111,0,1,"White",0
"256188",4600,1436.8702784,0,1,"White",0
"256189",1500,1424.600692,0,1,"White",0
"256190",8700,1429.3405258,0,1,"White",0
"256191",182900,10374.812213,0,1,"White",0
"256192",221400,10464.048377,0,1,"White",0
"256193",211000,10451.809283,0,1,"White",0
"256194",263000,13357.567997,0,1,"White",0
"256195",133900,10384.99287,0,1,"White",0
"256196",157500,5381.5943305,0,0,"Other",0
"256197",158500,5337.2263206,0,0,"Other",0
"256198",157500,5416.2934221,0,0,"Other",0
"256199",157500,5429.8554854,0,0,"Other",0
"256200",157500,5374.7736413,0,0,"Other",0
"256201",1185500,3701.7088447,0,1,"White",0
"256202",1168500,3918.7048952,0,1,"White",0
"256203",1125500,3882.2041802,0,1,"White",0
"256204",1170500,3835.3311411,0,1,"White",0
"256205",1120500,3932.96474,0,1,"White",0
"256206",153900,7971.1370487,0,1,"White",0
"256207",151900,7868.2938442,0,1,"White",0
"256208",158900,7925.9696817,0,1,"White",0
"256209",150900,7928.1418893,0,1,"White",0
"256210",157900,7929.2689215,0,1,"White",0
"256211",80300,3492.3061712,0,1,"White",0
"256212",81450,3486.8240642,0,1,"White",0
"256213",68400,3502.6289337,0,1,"White",0
"256214",83100,3478.3278173,0,1,"White",0
"256215",71700,3484.0124989,0,1,"White",0
"256216",408100,6485.0451852,0,1,"White",0
