"","Percentiles","Year","Networth","Pre-Tax and Post-Transfer","Post-Tax","Post-Tax and Post-Transfer"
"108",0.09,1992,0,3430.89110402728,0,3430.89110402728
"109",0.1,1992,0,3751.17227900456,0,3751.17227900456
"110",0.11,1992,178.77068558,4658.3845981364,178.77068558,4658.3845981364
"111",0.12,1992,589.94326241,5251.33997878184,589.94326241,5251.33997878184
"112",0.13,1992,1215.6406619,5683.40174232728,1215.6406619,5683.40174232728
"113",0.14,1992,1608.9361702,6469.99275892728,1608.9361702,6469.99275892728
"114",0.15,1992,2145.248227,7287.81973530912,2145.248227,7287.81973530912
"115",0.16,1992,2860.3309693,7900.15824352728,2860.3309693,7900.15824352728
"116",0.17,1992,3468.1513002,8612.22886768184,3468.1513002,8612.22886768184
"117",0.18,1992,4111.7257683,9151.55304252728,4111.7257683,9151.55304252728
"118",0.19,1992,5059.2104019,10079.6545485546,5059.2104019,10079.6545485546
"119",0.2,1992,6310.6052009,11045.0162506546,6310.6052009,11045.0162506546
"120",0.21,1992,7418.9834515,11976.1298748273,7418.9834515,11976.1298748273
"121",0.22,1992,8763.3390071,13331.7749669818,8763.3390071,13331.7749669818
"122",0.23,1992,10143.4487,14648.653803891,10143.4487,14648.653803891
"123",0.24,1992,11798.865248,16423.0017684091,11798.865248,16423.0017684091
"124",0.25,1992,13139.64539,17731.0398916546,13139.64539,17731.0398916546
"125",0.26,1992,14891.598109,19375.7301986546,14891.598109,19375.7301986546
"126",0.27,1992,16448.69078,21288.5765346546,16448.69078,21288.5765346546
"127",0.28,1992,18860.307329,23274.4372038273,18860.307329,23274.4372038273
"128",0.29,1992,20522.874704,25419.6854298273,20522.874704,25419.6854298273
"129",0.3,1992,23061.41844,27667.6778913091,23061.41844,27667.6778913091
"130",0.31,1992,25296.052009,29546.6067068273,25296.052009,29546.6067068273
"131",0.32,1992,27888.22695,32117.5619031364,27888.22695,32117.5619031364
"132",0.33,1992,30033.475177,34353.7015323091,30033.475177,34353.7015323091
"133",0.34,1992,32841.962648,36932.5175818273,32841.962648,36932.5175818273
"134",0.35,1992,35718.382979,39576.8176686546,35718.382979,39576.8176686546
"135",0.36,1992,37899.385343,42079.6072676546,37899.385343,42079.6072676546
"136",0.37,1992,40402.174941,45370.4939408273,40402.174941,45370.4939408273
"137",0.38,1992,43941.834515,48928.0305838273,43941.834515,48928.0305838273
"138",0.39,1992,47106.07565,51752.6074158273,47106.07565,51752.6074158273
"139",0.4,1992,51182.047281,55667.6854298273,51182.047281,55667.6854298273
"140",0.41,1992,54900.477541,58986.7959461364,54900.477541,58986.7959461364
"141",0.42,1992,58458.014184,62813.9946763091,58458.014184,62813.9946763091
"142",0.43,1992,61658.009456,65984.5416948273,61658.009456,65984.5416948273
"143",0.44,1992,64947.390071,68895.2101036546,64947.390071,68895.2101036546
"144",0.45,1992,67932.86052,72862.4132644818,67932.86052,72862.4132644818
"145",0.46,1992,72044.586288,77187.1577963091,72044.586288,77187.1577963091
"146",0.47,1992,76478.099291,80603.1839504818,76478.099291,80603.1839504818
"147",0.48,1992,80448.596217,85486.6357848273,80448.596217,85486.6357848273
"148",0.49,1992,84361.886525,89062.0494968273,84361.886525,89062.0494968273
"149",0.5,1992,88849.030733,93152.8860784819,88849.030733,93152.8860784819
"150",0.51,1992,93318.297872,97264.6118464818,93318.297872,97264.6118464818
"151",0.52,1992,98306,102523.482123827,98306,102523.482123827
"152",0.53,1992,102203.20095,106705.491751482,102203.20095,106705.491751482
"153",0.54,1992,105975.26241,110080.963945309,105975.26241,110080.963945309
"154",0.55,1992,111159.61229,115497.715715309,111159.61229,115497.715715309
"155",0.56,1992,117166.30733,121948.325342964,117166.30733,121948.325342964
"156",0.57,1992,122994.23168,127497.746893827,122994.23168,127497.746893827
"157",0.58,1992,127785.28605,133108.134301482,127785.28605,133108.134301482
"158",0.59,1992,135329.40898,139599.016247655,135329.40898,139599.016247655
"159",0.6,1992,140692.52955,145643.253127655,140692.52955,145643.253127655
"160",0.61,1992,146609.83924,151213.086572964,146609.83924,151213.086572964
"161",0.62,1992,154726.02837,158672.342341482,154726.02837,158672.342341482
"162",0.63,1992,159820.99291,163966.966753827,159820.99291,163966.966753827
"163",0.64,1992,166632.15603,171277.181737655,166632.15603,171277.181737655
"164",0.65,1992,174355.04965,178983.704343827,174355.04965,178983.704343827
"165",0.66,1992,181952.80378,186526.321217655,181952.80378,186526.321217655
"166",0.67,1992,189639.94326,193517.761083827,189639.94326,193517.761083827
"167",0.68,1992,195932.67139,199108.765365309,195932.67139,199108.765365309
"168",0.69,1992,203441.04019,207510.987585309,203441.04019,207510.987585309
"169",0.7,1992,210234.32624,214626.060865309,210234.32624,214626.060865309
"170",0.71,1992,220603.026,224246.935867655,220603.026,224246.935867655
"171",0.72,1992,229362.7896,234326.590425309,229362.7896,234326.590425309
"172",0.73,1992,239016.40662,243698.692523827,239016.40662,243698.692523827
"173",0.74,1992,252638.73286,256713.198433827,252638.73286,256713.198433827
"174",0.75,1992,264580.61466,270383.131639136,264580.61466,270383.131639136
"175",0.76,1992,276433.11111,281525.063527655,276433.11111,281525.063527655
"176",0.77,1992,290502.36407,294414.429957655,290502.36407,294414.429957655
"177",0.78,1992,302837.54137,307300.784275309,302837.54137,307300.784275309
"178",0.79,1992,316602.88416,321085.791835309,316602.88416,321085.791835309
"179",0.8,1992,330546.99764,333974.876621482,330546.99764,333974.876621482
"180",0.81,1992,345045.30024,348279.543583827,345045.30024,348279.543583827
"181",0.82,1992,357112.32151,360756.231377655,357112.32151,360756.231377655
